book_title,book_brand,book_price
The Three Musketeers Part 1,CreateSpace Independent Publishing Platform,34.59
The Tenant of Wildfell Hall,CreateSpace Independent Publishing Platform,19.89
A Study in Scarlet,CreateSpace Independent Publishing Platform,14.49
Les Miserables Part 1,CreateSpace Independent Publishing Platform,27.09
Persuasion,CreateSpace Independent Publishing Platform,13.29
Persuasion,CreateSpace Independent Publishing Platform,16.19
The Count of Monte Cristo,CreateSpace Independent Publishing Platform,40.59
The Raven,CreateSpace Independent Publishing Platform,11.29
The Raven,Spire Books,11.29
The Woman in White,Wilder Publications,26.79
The Gift of the Magi (Richard Foster Classics),SMK Books,11.09
Jane Eyre,SMK Books,27.59
The Picture of Dorian Gray,SMK Books,16.19
The Death of Ivan Ilyich,CreateSpace Independent Publishing Platform,9.89
Hamlet,CreateSpace Independent Publishing Platform,16.19
The Murder of Roger Ackroyd,CreateSpace Independent Publishing Platform,20.89
The Murder of Roger Ackroyd,CreateSpace Independent Publishing Platform,49.49
Lost Illusions,CreateSpace Independent Publishing Platform,60.29
My Man Jeeves,CreateSpace Independent Publishing Platform,35.69
The Brothers Karamazov,CreateSpace Independent Publishing Platform,71.09
Crime and Punishment,CreateSpace Independent Publishing Platform,31.49
Pride and Prejudice,CreateSpace Independent Publishing Platform,40.49
Memoirs of Sherlock Holmes,CreateSpace Independent Publishing Platform,30.69
Understood Betsy,Mint Editions,11.29
The Princess and the Goblin,Mint Editions,12.59
Peter and Wendy,Mint Editions,12.19
Anne of Green Gables,Mint Editions,13.59
"Right Ho, Jeeves",Mint Editions,12.19
L'Assommoir,Mint Editions,12.19
The Masque Of The Red Death,Mint Editions,11.39
The Scarlet Pimpernel,Mint Editions,18.39
His Last Bow,CreateSpace Independent Publishing Platform,11.39
The Three Musketeers,CreateSpace Independent Publishing Platform,39.29
Bleak House,CreateSpace Independent Publishing Platform,53.79
The Adventures of Sherlock Holmes,CreateSpace Independent Publishing Platform,19.59
In the Shadow of Young Girls in Flower,CreateSpace Independent Publishing Platform,27.99
The Scarlet Pimpernel,CreateSpace Independent Publishing Platform,27.99
The Picture of Dorian Gray,CreateSpace Independent Publishing Platform,33.29
The Pilgrim's Progress,CreateSpace Independent Publishing Platform,11.19
"Human, All Too Human",CreateSpace Independent Publishing Platform,15.09
Two Years Before the Mast,CreateSpace Independent Publishing Platform,19.09
Dracula,CreateSpace Independent Publishing Platform,47.09
Eight Cousins,CreateSpace Independent Publishing Platform,9.69
Little Women,CreateSpace Independent Publishing Platform,15.79
A Girl of the Limberlost,CreateSpace Independent Publishing Platform,32.29
Dracula,CreateSpace Independent Publishing Platform,35.59
Anne's House of Dreams,CreateSpace Independent Publishing Platform,29.09
Anne of Avonlea,CreateSpace Independent Publishing Platform,29.09
An Old-Fashioned Girl,CreateSpace Independent Publishing Platform,12.99
Up from Slavery,CreateSpace Independent Publishing Platform,26.59
The Mysterious Island,CreateSpace Independent Publishing Platform,34.39
Martin Eden,CreateSpace Independent Publishing Platform,11.79
Martin Eden,CreateSpace Independent Publishing Platform,30.89
Rainbow Valley,CreateSpace Independent Publishing Platform,14.79
The Princess and the Goblin,CreateSpace Independent Publishing Platform,31.39
The Sea-Wolf,CreateSpace Independent Publishing Platform,13.69
The Hunchback of Notre Dame,CreateSpace Independent Publishing Platform,38.79
The Fairy Tales Of Charles Perrault,CreateSpace Independent Publishing Platform,22.59
"The Count of Monte Cristo, Illustrated",CreateSpace Independent Publishing Platform,17.59
Rubaiyat of Omar Khayyam,MACMILLAN COLLECTOR S LIBRARY,29.39
Crime and Punishment,CreateSpace Independent Publishing Platform,13.69
Beautiful Sacrifice,CreateSpace Independent Publishing Platform,16.79
Camille,CreateSpace Independent Publishing Platform,31.39
My Bondage and My Freedom,CreateSpace Independent Publishing Platform,15.09
On the Origin of Species,CreateSpace Independent Publishing Platform,32.49
A Christmas Carol,CreateSpace Independent Publishing Platform,11.19
Anne of Green Gables,CreateSpace Independent Publishing Platform,16.49
The Pilgrim's Progress,CreateSpace Independent Publishing Platform,16.19
The Divine Comedy - Inferno,CreateSpace Independent Publishing Platform,25.79
A Christmas Carol,CreateSpace Independent Publishing Platform,20.29
Just So Stories,MysteriousPress.com/Open Road,22.19
Aesop's Fables,MysteriousPress.com/Open Road,11.29
The Sea Wolf,Lake Union Publishing,15.89
Incidents in the Life of a Slave Girl,47north,14.59
The woman in white,MONTLAKE ROMANCE,27.29
The Untouchables,THOMAS & MERCER,30.89
"Through The Looking-Glass, And What Alice Found There",THOMAS & MERCER,27.39
The Leper of Saint Giles,MONTLAKE ROMANCE,27.59
Monk's Hood,THOMAS & MERCER,27.59
The Extraordinary Life of Sam Hell,THOMAS & MERCER,32.29
The Banished of Muirwood,Lake Union Publishing,19.69
The Hangman,Lake Union Publishing,16.59
A Criminal Defense,Lake Union Publishing,20.69
The Tracker,MONTLAKE ROMANCE,20.89
The Dollmaker,CreateSpace Independent Publishing Platform,20.19
In the Market for Murder,CreateSpace Independent Publishing Platform,20.29
Hard Kill,CreateSpace Independent Publishing Platform,20.39
Leaving Blythe River,CreateSpace Independent Publishing Platform,19.49
Just After Midnight,CreateSpace Independent Publishing Platform,19.19
Things We Never Said,CreateSpace Independent Publishing Platform,19.49
A Merciful Fate,CreateSpace Independent Publishing Platform,16.89
Beyond Good and Evil,CreateSpace Independent Publishing Platform,11.29
A Christmas Carol,CreateSpace Independent Publishing Platform,11.79
The Willows,Scribner Book Company,17.09
The Idiot,Simon & Schuster,53.29
The Black Cat,Washington Square Press,9.69
The Duet,POCKET BOOKS,25.49
Eight Cousins,Scribner Book Company,12.89
Rose In Bloom,Simon & Schuster,21.69
Humiliated and Insulted,Atria books,12.99
"Full Dark, No Stars",Simon & Schuster,21.99
Waiting for Bojangles,CreateSpace Independent Publishing Platform,20.49
The Eight Mountains,CreateSpace Independent Publishing Platform,21.99
The Green Mile,CreateSpace Independent Publishing Platform,14.19
The Dark Tower II,CreateSpace Independent Publishing Platform,24.59
Amy Snow,CreateSpace Independent Publishing Platform,20.69
The Best Goodbye,CreateSpace Independent Publishing Platform,22.09
The Deserter,CreateSpace Independent Publishing Platform,37.59
The Mysterious Affair at Styles,CreateSpace Independent Publishing Platform,11.29
Bram Stoker's Dracula,CreateSpace Independent Publishing Platform,41.69
Emma,CreateSpace Independent Publishing Platform,37.79
The Masque of the Red Death,CreateSpace Independent Publishing Platform,19.39
Emma,"Literary Licensing, LLC",25.49
White Fang,CreateSpace Independent Publishing Platform,12.59
Persuasion,CreateSpace Independent Publishing Platform,17.19
The Marriage Of Heaven And Hell,CreateSpace Independent Publishing Platform,22.59
NPCs,CreateSpace Independent Publishing Platform,22.59
Swann's Way,Kensington Publishing Corporation,37.59
The Wind in the Willows (Deseret Alphabet Edition),Kensington Publishing Corporation,15.89
Germinal,John Scognamiglio Book,84.19
Sense And Sensibility,Kensington Publishing Corporation,18.19
Rose in Bloom,Kensington Publishing Corporation,23.39
The Souls of Black Folk,CreateSpace Independent Publishing Platform,13.19
Anne of Avonlea,CreateSpace Independent Publishing Platform,14.29
Twenty Years Later,CreateSpace Independent Publishing Platform,21.89
Chosen to Die,CreateSpace Independent Publishing Platform,21.89
All the Forgivenesses,CreateSpace Independent Publishing Platform,33.89
Absolute Fear,CreateSpace Independent Publishing Platform,20.39
Almost Dead,CreateSpace Independent Publishing Platform,19.29
Fairy Tales,CreateSpace Independent Publishing Platform,25.89
Andersen's Fairy Tales,CreateSpace Independent Publishing Platform,18.29
The Wind in the Willows,CreateSpace Independent Publishing Platform,11.09
Memoirs Of Sherlock Holmes,CreateSpace Independent Publishing Platform,24.09
Persuasion,CreateSpace Independent Publishing Platform,13.69
The Princess and the Goblin,CreateSpace Independent Publishing Platform,20.49
White Fang,CreateSpace Independent Publishing Platform,22.19
The Man Who Laughs,CreateSpace Independent Publishing Platform,20.79
Pride And Prejudice,CreateSpace Independent Publishing Platform,24.89
Anne of Green Gables,CreateSpace Independent Publishing Platform,29.29
A Christmas Carol,CreateSpace Independent Publishing Platform,15.79
Little Women,CreateSpace Independent Publishing Platform,32.19
Little Dorrit,CreateSpace Independent Publishing Platform,45.19
Through the Looking Glass,CreateSpace Independent Publishing Platform,13.19
A Child's Garden of Verses,CreateSpace Independent Publishing Platform,18.89
The Three Musketeers,CreateSpace Independent Publishing Platform,50.89
Pride and Prejudice,CreateSpace Independent Publishing Platform,18.09
Peter Pan (Peter And Wendy),CreateSpace Independent Publishing Platform,20.59
Middlemarch,Sourcebooks Casablanca,42.19
The Tenant of Wildfell Hall,CreateSpace Independent Publishing Platform,19.29
A Christmas Carol,CreateSpace Independent Publishing Platform,9.69
Bleak House Charles Dickens,CreateSpace Independent Publishing Platform,35.69
The Secret Garden,CreateSpace Independent Publishing Platform,19.19
The Black Cat,CreateSpace Independent Publishing Platform,16.69
D r a c u l a,CreateSpace Independent Publishing Platform,20.79
Arabella,Bottom of the Hill Publishing,20.69
Anne of the Island,Bottom of the Hill Publishing,23.39
Middlemarch,CreateSpace Independent Publishing Platform,17.79
Orthodoxy,CreateSpace Independent Publishing Platform,11.29
The Hunchback of Notre Dame,CreateSpace Independent Publishing Platform,40.09
Epilogue,CreateSpace Independent Publishing Platform,15.99
Anne's House of Dreams,CreateSpace Independent Publishing Platform,17.69
The Princess and the Goblin,CreateSpace Independent Publishing Platform,28.19
Little Dorrit,CreateSpace Independent Publishing Platform,52.89
First Days,CreateSpace Independent Publishing Platform,21.19
The Arrangement 2,CreateSpace Independent Publishing Platform,12.89
The Sea Wolf,CreateSpace Independent Publishing Platform,37.09
Persuasion,CreateSpace Independent Publishing Platform,19.29
The Secret Garden,Grand Central Publishing,16.09
Little Women,THOMAS & MERCER,30.59
Rose in Bloom,AMAZON CROSSING,15.79
The Annotated Wind in the Willows,CreateSpace Independent Publishing Platform,12.89
Grimm's Fairy Tales,Gallery Books,24.49
A Christmas Carol,Atria books,7.59
A Modest Proposal,Atria books,20.79
The Poet,Gallery Books,21.99
Hard Way,CreateSpace Independent Publishing Platform,20.79
The American Lady,CreateSpace Independent Publishing Platform,18.99
Reverence,Pook Press,9.59
Last Call,White Press,25.19
Beautiful Oblivion,Read & Co. Classics,23.29
This Tender Land,CreateSpace Independent Publishing Platform,21.99
Whistling Past the Graveyard,CreateSpace Independent Publishing Platform,23.29
Leaves Of Grass,Lulu.com,66.79
Running Barefoot,Vision,25.39
The Secret Garden - Illustrated by Charles Robinson,Vision,90.89
"Les Mis̩rables, Volume I of V, Fantine",Vision,53.19
The Three Musketeers,Grand Central Publishing,84.09
The Memoirs of Sherlock Holmes,Grand Central Publishing,32.09
An Old-Fashioned Girl,Grand Central Publishing,25.19
White Fang,Grand Central Publishing,53.39
The Last Mile,Grand Central Publishing,12.89
Cross the Line,Grand Central Publishing,12.89
Cross Justice,Grand Central Publishing,12.89
Fever Dream,Grand Central Publishing,12.89
Brimstone,Grand Central Publishing,12.89
Dance of Death,FOREVER,12.89
Mean Streak,Grand Central Publishing,11.49
The Gods of Guilt,Grand Central Publishing,25.89
The Curse of the Pharaohs,Grand Central Publishing,12.89
The Last Camel Died at Noon,FOREVER,12.99
The Last Song,Grand Central Publishing,23.29
Blue Labyrinth,Grand Central Publishing,34.49
Elect,Vision,30.39
The Concrete Blonde,Grand Central Publishing,12.89
The Last Coyote,Grand Central Publishing,12.99
The Steel Kiss,Grand Central Publishing,86.39
Ride Steady,Vision,11.59
Dark Secrets,Union Square & Co.,48.49
The Target,POCKET BOOKS,56.39
Hope to Die,Gallery Books,12.89
Gone,Gallery Books,24.89
The Lucky One,BAEN,19.39
Zero Day (Large type / large print Edition),CreateSpace Independent Publishing Platform,69.09
Deadline,Bloomsbury Publishing,11.59
The Wolf Den,Bloomsbury Publishing,21.99
Lothaire,Bloomsbury Publishing,15.59
A Knight in Shining Armor,Baker Press,27.49
The Sweetness of Forgetting,Baker Press,21.89
Monster Hunter Legion,Pohl Press,11.49
Anna Karenina,Read Books,39.09
Kingdom of Ash,CreateSpace Independent Publishing Platform,27.19
Throne of Glass,Gallery/Permuted Press,24.59
A Court of Mist and Fury,Atria books,24.59
Silver Blaze (Sherlock Holmes Series),Atria books,35.09
The Case-Book of Sherlock Holmes (Sherlock Holmes Series),Book Jungle,53.69
The Hound of the Baskervilles,Book Jungle,51.59
Grimm's Complete Fairy Tales,CreateSpace Independent Publishing Platform,86.79
Siddhartha,Kessinger Publishing,13.09
Day by Day Armageddon,Union Square & Co.,26.49
Blood Hollow,Wildside Press,23.29
Mercy Falls,Thorndike Press Large Print,23.29
The Waste Land,Thorndike Press,26.89
The Upanishads,Large Print Press,31.69
Siddhartha,Large Print Press,14.29
Christmas Books And Stories V3 (1900),Large Print Press,63.89
Little Women,Thorndike Press Large Print,36.69
The Mysterious Affair at Styles,Large Print Press,20.29
The Overstory,Thorndike Press Large Print,64.39
Book Lovers,Kessinger Publishing,77.19
Piece of My Heart,Kessinger Publishing,22.89
Hamnet,Kessinger Publishing,23.49
The Henna Artist,"Little, Brown Books for Young Readers",29.69
The Book Woman of Troublesome Creek,1st World Publishing,78.89
The Silent Patient,1st World Publishing,23.29
The Alice Network,1st World Publishing,67.59
Captain Blood His Odyssey,1st World Library - Literary Society,95.59
The Wind in the Willows,Digireads.com,94.79
Bleak House,Digireads.com,110.49
Rose Under Fire,Digireads.com,14.19
Anne's House of Dreams,Digireads.com,52.79
Anne of Avonlea,Digireads.com,56.29
Rose in Bloom,Digireads.com,52.49
A Study in Scarlet,Digireads.com,47.59
Emily's Quest,Digireads.com,16.99
The Magic Mountain,Digireads.com,41.09
White Fang,Digireads.com,17.39
Ward No. 6 and Other Stories,Digireads.com,22.89
The Three Musketeers,Digireads.com,35.29
His Last Bow,Digireads.com,17.59
The Memoirs of Sherlock Holmes,Digireads.com,19.39
The Way We Live Now,Digireads.com,44.09
Demons,Digireads.com,36.09
Crime and Punishment (Translated by Constance Garnett with an Introduction by Nathan B. Fagin),Digireads.com,31.79
Grimm's Fairy Tales (Illustrated by Arthur Rackham),Digireads.com,22.89
A Child's Garden of Verses (Illustrated by Jessie Willcox Smith),Digireads.com,15.39
Middlemarch,Kessinger Publishing,42.29
The Count of Monte Cristo,Kessinger Publishing,56.49
Pride and Prejudice (Illustrated by Charles Edmund Brock with an Introduction by William Dean Howells),Kessinger Publishing,24.69
Emma (with an Introduction by Austin Dobson),Kessinger Publishing,26.49
The Complete Grimm's Fairy Tales,Kessinger Publishing,35.29
The Time Machine and The Invisible Man,Kessinger Publishing,18.59
"Dante's Inferno (the Divine Comedy, Volume 1, Hell)",Kessinger Publishing,16.59
The Willows,Kessinger Publishing,28.39
The Scarlet Pimpernel,Kessinger Publishing,45.19
The Arabian Nights Entertainments Complete,Kessinger Publishing,93.79
Sweeney Todd The Barber Of Fleet Street,Kessinger Publishing,30.09
Hunger,Kessinger Publishing,42.89
Heidi,Scribner Book Company,48.79
Emma,Atria books,70.79
Crime And Punishment,Pocket Star,68.69
Aesop's Fables,S&s/ Marysue Rucci Books,31.39
Anne of the Island,Gallery Books,48.59
Our Mutual Friend,Fredonia Books (NL),93.79
The Insulted and Injured,Dodo Press,60.19
Half Broke Horses,Dodo Press,23.29
My Sister's Keeper,Read & Co. Classics,70.19
Wicked Deeds on a Winter's Night,Read & Co. Classics,12.89
Curse of the Spellmans,Pomona Press,21.69
Playing Easy to Get,Dodo Press,35.89
The Laughing Man,Dodo Press,52.79
The Dead (Dodo Press),Dodo Press,17.89
The String of Pearls (Dodo Press),Dodo Press,37.19
De Profundis,Dodo Press,22.79
Crime and Punishment,Dodo Press,67.99
The Meditations of the Emperor Marcus Aurelius Antoninus,Sourcebooks Casablanca,77.29
The Custom of the Country (Dodo Press),Sourcebooks Casablanca,39.89
Spoon River Anthology (Dodo Press),Thomas Nelson,27.49
Camille (La Dame Aux Camillas) (Dodo Press),Everyman's Library,26.09
A Study in Scarlet (Dodo Press),Left of Brain Books,19.29
A Christmas Carol (Illustrated Edition) (Dodo Press),Blurb,17.89
Little Women (Dodo Press),Lulu.com,49.59
Sylvester,Lulu.com,26.89
Cotillion,Lulu.com,23.29
Fireproof,Lulu.com,21.99
The Complete Short Novels of Anton Chekhov,Lulu.com,38.69
A Christmas Carol,Lulu.com,19.09
The Prose Edda,Lulu.com,72.39
An Old-Fashioned Girl,Draft2Digital,25.99
Bleak House,Pinnacle Press,86.39
Peter Pan,Pinnacle Press,51.39
The Masque of the Red Death (Short Story Books) (Hardcover),Pinnacle Press,45.39
Just So Stories,Pinnacle Press,38.09
The Wind in the Willows,Pinnacle Press,33.09
Dracula,Pinnacle Press,46.89
The Failing Hours,Pinnacle Press,26.39
The Original Fables of La Fontaine,Pinnacle Press,30.49
The Younger Edda,Pinnacle Press,36.59
The House of Atreus,Pinnacle Press,32.49
The House of Atreus,Pinnacle Press,54.99
The Moon and Sixpence,Pinnacle Press,24.79
A Girl of the Limberlost,Pinnacle Press,42.69
A Girl of the Limberlost,Blurb,63.09
A Little Princess,Lulu.com,36.59
Emma,Lulu.com,46.79
The Scarlet Pimpernel,Lulu.com,59.09
Phaedo,Silhouette Books,20.59
Beyond Good and Evil,HQN,21.99
Martin Eden,HQN,44.79
Anne of Green Gables,Silhouette Books,56.49
"Through the Looking Glass, and What Alice Found There",Lulu.com,43.59
Pilgrim's Progress,Lulu.com,57.79
The Importance of Being Earnest,Lulu.com,13.79
The MacGregor Grooms,Mariner Books,11.49
The Darkest Seduction,Liveright Publishing Corporation,40.99
The Darkest Craving,W. W. Norton & Company,41.39
The MacGregor Grooms,Lulu.com,24.09
White Fang,Lulu.com,21.09
Sense and Sensibility,Scholar's Choice,63.49
His Last Bow,Nabu Press,63.19
The Chalk Pit,Nabu Press,24.49
Dom Casmurro,Nabu Press,35.79
The Far Side of the World,Nabu Press,20.59
Captain Blood,Nabu Press,90.49
The Speckled Band,Nabu Press,23.19
Les Mis̩rables,Nabu Press,55.89
Middlemarch,Nabu Press,60.79
The Woman In White,Nabu Press,44.09
Pilgrim's Progress,Nabu Press,48.69
The Pilgrim's Progress,Nabu Press,37.89
Bleak House...,Picador USA,56.59
The Pilgrim's Progress from This World to That Which Is to Come,Minotaur Books,50.99
The Pilgrim's Progress from This World to That Which Is to Come,Tor Books,36.89
The Woman in White...,Minotaur Books,48.99
"The Pilgrim's Progress from This World to That Which Is to Come, Etc...",St. Martin's Press,27.59
The Pilgrim's Progress from This World to That Which Is to Come,Minotaur Books,45.79
Pride and Prejudice,St. Martin's Griffin,41.79
The Lottery and Other Stories,St. Martin's Griffin,21.99
Treasure State,CELADON BOOKS,23.29
Mistborn: Secret History,Tor Books,14.19
Red Queen,St. Martin's Griffin,36.19
The Night Swim,St. Martin's Griffin,12.89
Gone Missing,Tor Books,15.29
The Curse of Tenth Grave,St. Martin's Griffin,33.59
Hidden in Plain Sight,CELADON BOOKS,23.29
The Latecomer,St. Martin's Griffin,24.59
Light from Uncommon Stars,St. Martin's Press,37.59
Firefly Lane,St. Martin's Press,23.09
Quinn,St. Martin's Griffin,28.09
The Eye of the World,St. Martin's Press,24.59
Happiness for Beginners,Tor Books,23.29
Unmasked,Tor Books,23.29
Beasts of Extraordinary Circumstance,Flatiron Books,23.19
The Choice,St. Martin's Griffin,38.79
The Becoming,St. Martin's Press,37.49
The Last House on the Street,Minotaur Books,22.99
Cilka's Journey,Picador USA,12.89
The Dragon Reborn,Minotaur Books,14.19
Towers of Midnight,Swerve,14.19
Exiles,Minotaur Books,36.29
A Good Day for Chardonnay,St. Martin's Griffin,23.09
A Good Day for Chardonnay,St. Martin's Press,43.59
The Heron's Cry,St. Martin's Press,23.19
The Mirror & the Light,St. Martin's Press,23.29
The One Man,Minotaur Books,24.59
Shacking Up,Minotaur Books,24.59
The Madness of Crowds,Picador USA,37.59
Daughter of Moloka'i,Minotaur Books,23.29
Secrets in Death,St. Martin's Griffin,11.59
Year One,St. Martin's Griffin,11.59
Into the Fire,St. Martins Press-3PL,12.89
Under the Midnight Sun,Minotaur Books,58.19
Thin Air,Minotaur Books,24.39
Steppenwolf,St. Martin's Press,24.89
Glass Houses,"British Library, Historical Print Editions",43.09
How to Walk Away,Nabu Press,23.29
Wild Card,Kessinger Publishing,35.99
Dead Scared,Kessinger Publishing,26.49
A Trick of the Light,Kessinger Publishing,23.29
The Devotion of Suspect X,Kessinger Publishing,24.59
The Sins of the Father,Kessinger Publishing,51.29
"The Woman in White. Illustrated, Etc.",Kessinger Publishing,41.69
The Pilgrim's Progress from This World to That Which Is to Come,Kessinger Publishing,32.59
The Woman in White,Nabu Press,61.19
Emma,Nabu Press,72.19
The Willows,Nabu Press,59.59
The Prose Edda the Prose Edda,Nabu Press,76.79
The Merry Adventures of Robin Hood the Merry Adventures of Robin Hood,Nabu Press,89.29
The Death of Ivan Ilych,Nabu Press,70.49
Andersen's Fairy Tales,Nabu Press,76.19
Sense and Sensibility,Nabu Press,51.49
The Pilgrim's Progress from This World to That Which Is to Come,Nabu Press,53.09
Emma,Nabu Press,74.99
The Woman in White,Nabu Press,64.69
"The Divine Comedy of Dante Alighieri, Volume 1",Nabu Press,59.39
La Divina Commedia,Nabu Press,33.59
The Divine Comedy of Dante Alighieri,Lulu.com,42.19
"The Count of Monte Cristo, Volume 1",Ace Books,54.69
Sense and Sensibility,Ace Books,51.49
Dracula,BERKLEY BOOKS,29.99
The Pilgrim's Progress from This World to That Which Is to Come,Bantam,49.69
Emma,Everyman's Library,57.79
Quo Vadis,Everyman's Library,35.29
A Study in Scarlet (Deseret Alphabet Edition),Ballantine Books,42.09
Grey Sister,INDEPENDENTLY PUBLISHED,10.29
Holy Sister,MB Publishing,11.59
I Let You Go,MB Publishing,21.99
A Knight of the Seven Kingdoms,Hampton Creek Press,23.29
Independent People,INDEPENDENTLY PUBLISHED,39.29
Of Human Bondage,INDEPENDENTLY PUBLISHED,34.89
Ice Cold,INDEPENDENTLY PUBLISHED,12.69
Twisted Pride,INDEPENDENTLY PUBLISHED,27.39
Trouble at Brayshaw High,MACMILLAN COLLECTOR S LIBRARY,24.29
Dirty Curve,Blurb,27.49
The Sixth Wicked Child,Blurb,34.89
The Marked and the Broken,Blurb,26.99
Get Rich or Get Lucky,Legare Street Press,19.09
Luca Vitiello,Legare Street Press,24.19
Sparrow,Legare Street Press,21.19
The Murder of Roger Ackroyd,Legare Street Press,19.39
White Fang,Legare Street Press,21.79
The Importance of Being Earnest (Esprios Classics),Legare Street Press,30.99
1984 (Esprios Classics),Legare Street Press,42.59
Buried Alive,Legare Street Press,50.29
What People Live By,Legare Street Press,52.89
The Works Of Charles Dickens ...,Legare Street Press,52.49
Gudomliga Komedi,Legare Street Press,70.09
"The Divine Comedy, Tr. by H.W. Longfellow",Legare Street Press,68.59
Crime and Punishment,Legare Street Press,54.49
The Man Who Laughs; Volume I,Legare Street Press,62.49
Understood Betsy,Legare Street Press,46.09
The Idiot,Legare Street Press,84.19
"Eight Cousins, Or, The Aunt-Hill",Legare Street Press,46.09
"Eight Cousins, Or, The Aunt-Hill",Legare Street Press,68.19
Annes House of Dreams,Legare Street Press,46.09
Resurrection,Legare Street Press,82.19
Rainbow Valley,Blurb,68.19
Barchester Towers,Blurb,63.49
Andersen's Fairy Tales,Blurb,54.39
The Pilgrim's Progress,Blurb,56.09
Persuasion,Blurb,56.39
War and Peace,Blurb,50.19
The Late Mattia Pascal,Blurb,42.49
Jane Eyre,"Three Legacies, LLC",38.49
Five Little Peppers Midway (Esprios Classics),CLAIRE CONTRERAS,38.49
The Pilgrim's Progress,Dualmind Publishing,58.69
The Pilgrim's Progress,Broken Column Press,30.29
Phaedo (Esprios Classics),L.J. Shen,30.79
The Essays of Arthur Schopenhauer,Aspidistra Press,38.59
Rose in Bloom,Thalassic Press,36.09
Jock Rule,Cindy Paterson,22.99
Darkness Before Dawn,Vanscoy Publishing Group,19.19
Brainwalker,Vanscoy Publishing Group,20.89
The Tell-Tale Heart And Other Stories,Amelia Hutchins,17.09
Sparrow,Amelia Hutchins,21.09
The House of Closed Doors,Kersey Creek Books,29.59
Anne of Green Gables,Waterhouse Press,19.09
Torn from You,Heidi McLaughlin,29.79
Master of the Mountain,Night Shift Publishing,19.79
Lean on Me,NIGHTSKY PRESS,21.89
Seducing Destiny,Thunder Pear Publishing,37.39
Taunting Destiny,SL Enterprises,33.99
Beach Rental,FINISTERRA BOOKS,24.19
Hardpressed,Reginetta Press LLC,20.29
My Unexpected Forever,Ancient Wisdom Publications,26.59
"Tall, Tatted and Tempting",Digital Pulse Publishing,15.59
The Moonlight Child,Gloria Mundi,26.89
Super Powereds,McBooks Press,51.79
Conviction,Tyndale House Publishers,23.39
Emma,Tyndale Momentum,22.09
Peter and Wendy,Random House,20.09
The Picture of Dorian Gray,Modern Library,26.89
"Siddhartha - Bilingual Edition, German & English",New Directions Publishing Corporation,31.09
Captain Grant's Children,New Directions Publishing Corporation,46.69
Captain Blood,New Directions Publishing Corporation,22.99
A Lineage of Grace,Northwestern University Press,21.99
Hinds' Feet on High Places,Wildside Press,20.69
"Olive, Again",Wildside Press,34.69
The Mysterious Island,Wildside Press,23.29
The Rings of Saturn,St. Martins Press-3PL,21.89
Laughter in the Dark,Del Rey Books,24.89
Journey to the End of the Night,Grove Press,23.29
Moscow to the End of the Line,"Grove Press, Black Cat",39.69
"Oblomov by Ivan Goncharov, Fiction",Grove Press,42.29
"Pride and Prejudice by Jane Austen, Fiction, Classics",Grove Press,49.49
"A Study in Scarlet by Arthur Conan Doyle, Fiction, Classics, Mystery & Detective",Grove Press,48.39
M Is for Malice,Pinnacle Books,56.09
Half a War,TURTLEBACK BOOKS,22.39
"Girl, Woman, Other",Thomas Nelson,34.99
"Girl, Woman, Other",Thomas Nelson,21.99
Matterhorn,Thomas Nelson,24.59
The Passion,MIRA BOOKS,24.89
Ficciones,MIRA BOOKS,23.29
Lying Next to Me,MIRA BOOKS,13.99
Dragonriders of Pern,MIRA BOOKS,59.59
Wrapped in Rain,MIRA BOOKS,22.99
The Water Keeper,MIRA BOOKS,24.49
The Letter Keeper,MIRA BOOKS,34.39
Temptation Ridge,MIRA BOOKS,12.89
Temptation Ridge,MIRA BOOKS,23.29
Temptation Ridge,MIRA BOOKS,12.89
The Secret Keeper of Jaipur,MIRA BOOKS,23.29
311 Pelican Court,MIRA BOOKS,12.89
Whispering Rock,Park Row,36.89
Any Day Now,Tor Books,11.59
Angel's Peak,Tor Books,11.59
The Chance,St. Martins Press-3PL,15.59
The Newcomer,Tor Books,11.49
Shelter Mountain,Tor Books,26.59
The Country Guesthouse,Tor Books,35.09
Dear Wife,St. Martins Press-3PL,11.49
The Way of Kings,St. Martins Press-3PL,33.59
The Human Division,Bethany House Publishers,14.09
I Don't Want to Kill You,Bethany House Publishers,23.29
Wizard's First Rule,Orbit,38.89
The Books of the South: Tales of the Black Company,DAW BOOKS,28.49
The Hero of Ages,DAW BOOKS,47.89
Midnight Tides,Scribner Book Company,33.49
The Bonehunters,Riverhead Books,38.79
Love Comes Softly,G.P. Putnam's Sons,17.99
Head in the Clouds,G.P. Putnam's Sons,28.89
The Jasmine Throne (Hardcover Library Edition),Thomas Nelson,38.69
Amongst Our Weapons,Kristen Ashley,21.99
False Value,Kristen Ashley,12.49
Fatal Voyage,Kristen Ashley,54.99
What It Means When a Man Falls from the Sky,Smarmy Press,24.99
Nowhere to Run,William Morrow & Company,14.19
Below Zero,Modern Library,12.89
Send Down the Rain,VINTAGE,21.89
Wildest Dreams,VINTAGE,45.79
Hold On,Everyman's Library,38.79
Games of the Heart,Everyman's Library,38.79
Dead End Girl,POCKET BOOKS,46.59
Replay,POCKET BOOKS,20.69
David Copperfield,POCKET BOOKS,15.39
Independent People,Elle Thorpe Pty Ltd,25.79
Laughter in the Dark,Last Word,22.09
Little Dorrit,C.J. Archer,40.79
